region,where_you_work,current_work_area,salaried_hourly,feel_like_owner,owner_feel_job_impact,what_else_feels_like_owner,increase_sense_of_ownership,owner_sense_job_impact,psp_most_important_part,psp_most_confusing_part
1,3,1,H,Absolutely appreciate the opportunity to be part owner.,Makes every decision I make more important. I give 100% everyday.,Being apart of a company that takes pride in their partners and products. Being able to give back to the community means a lot.,,,All parts. Knowing what I started with and what was contributed makes a difference.,No. Everything is explanatory.
5,3,1,H,Yes,It impacts me alot,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Border,3,1,H,No,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Y,By  customer service,Try to do my best for the company,,,Allocation The more sell the company make the more allocation each partner percentage will receive,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,6,s,somewhat,I would work just as hard as I do today even without the PSP,wearing my badge,,,ending balance,"net return and allocation make sense to me, but they can be confusing"
6,3,1,H,Yes,Doing the best job possible,I pride myself in doing my job to the best I can.,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,yes,More aware of all things,nothing,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,No,,,Bonus,It doesn't,,
,,,,,,,,,,
,,,,,,,,,,
7,3,5,S,yes,"I care more, work harder, and am pretty happy doing so","Hearing about company financials, hearing about our struggles as a company, being treated like a leader no matter my role",,,"Ending balance, lets me know how account compares with last year",no
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Yes and no,Maybe Yes,Just being long time partner,,,It's important since makes up a little since 401k,No not confusing
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Yes. I'm proud to work for heb but wish I had more input into our day to day working conditions.  Things  are really tough most days. We have fewer hours to try to get the work done.,Not sure,Again  not sure,,,Ending balance,Allocation No
,,,,,,,,,,
,,,,,,,,,,
San Antonio,2,1,H,Yes,Love my Job,Enjoy working with my partners,,,,
,,,,,,,,,,
7,neither,5,s,yes- very much so.,Knowing what I do daily impacts the Company bottom line and PSP,Our Qtrly BNS's,,,"All of it-- Good to see the beginning, what the value went up to and the allocation for the year and the ending blance.",no= easy to follow and understang.
7,3,1,H,Yes,It impacts it well,Learning more,,,Allocation No,Nothing confusing
5,4,1,H,Yes,It’s great,Just the work I do in general,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yes,You tend to act and look at things the way you a person owns a business,You look at every detail in your work area on how you become more efficient while being very profitable,,,Net return and of course the ending balance. Would definitely love to see a much higher allocation base on inflation.,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,Yes,Very much,I have a voice,,,Ending balance,No
7,3,1,H,Absolutely,You have a sense of ownership and drive to make your store the best it can be.,Being included on the Company's growth and the communication provided to us.,,,Allocations - Because it shows me that I'm valued as a partner.,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,5,S,Yes,Since I have long tenure with H-E-B there is a sense of pride doing my job.,Making decisions that impact our customers and Partners in the systems/applications we use.  My teams decisions can make an impact on their candidate experience with H-E-B,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Occasionally,"It empowers me to strive, to be a role model.  To achieve great customer relations. And quality production items. As well as promoting our excellent own brands","Opportunity to grow, and work in a safe, clean and exciting environment.",,,Percentage The results are easy to decipher.,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,5,h,Yes,I take pride in knowing what I do matters and affects the bottom line which in turn will either help or hurt us. I want to do everything possible to help H-E-B grow.,I can't think of anything else that makes me feel like an owner.,,,Net Return on Investment,I do not find anything confusing on my statement.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Yes,Care a bit more than I would otherwise. Makes me feel more invested in the company performance,"I suppose the seldom ""thank you for your hard work"" type announcements from higher in the corporate ladder",,,Allocation by far. It's what will make the biggest difference in the long term. If you want to reward your partners. Boosting that is the way to go,No it's very clear and informative. No change necessary
7,3,5,S,Yes,Since I have long tenure with H-E-B there is a sense of pride doing my job.,The decisions our team makes with the systems/apps we use influences the candidate experience for customers and Partners.,,,"Net Return on Investment. If the company is doing well, do am I.","No, pretty straight forward to me!"
6,3,1,H,Yes,Ok To take a lot of responsibility to what we take,Take a lot of pressure,,,,
,,,,,,,,,,
7,3,1,H,Somewhat,"It hasn't, I've always done my best",I'm not sure how to answer that,,,Ending balance. This is the balance i will receive upon retirement,No
,,,,,,,,,,
1,3,1,H,Y,Q No,Better customer service,,,The ending balance because it let me know how much I can potentially have,The uses of the psp on my personal life
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Kind of,Good It makes me have better customer service,Nothing,,,Ending balance,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,h,Yes,Makes me want to achieve the best customer and partner experience possible,the open door policy,,,Ending balance,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,,,,,,,
7,3,1,H,No,,,Breakdown of how PSP benefits me,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4,3,1,H,Yes,Positively I feel like 0I am a partner and my store doing well is myself and my family doing well,I feel like I am an important asset  and like 0I am part of a family. HEB is definitely  the best company I have worked for and I have worked for two other grocery companies.  I do feel like my opinion is heard and I feel like HEB wants me to do well and that goes a long way.,,,Ending balance lol,Nothing is confusing pretty well explained
1,3,1,H,Yes,I feel like I work harder,Having ordering control over my department,,,Allocation Allocation so I know how the company is doing,No
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Yes,More encourage in good merchandising,Growth n stocks,,,Net Return on Investment,I’ understand the statement
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,None,6,S,0 If an owner is expected to use their own personal cell phone for work then I guess.,I really dont see myself as an owner,nothing. It feels more like we are employees,,,beginning Balance and Ending Balance. To see how much it has increased,no
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,yes,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Somewhat,"High More effort, more care",Have a say. Not being over worked. More money,,,Knowledge of how it went,No
3,3,1,H,Yes,It feels great,Being a part of a great company and being appreciated,,,The breakdown,No
2,3,1,H,Yes,Yes Makes my job performance better. Knowing that I’m part owner of the company. Keeping our customers happy,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Central Texas,Central Market,1,H,Yes,I take pride in my work and always willing to help customers,I'm not sure how to respond to that,,,,
,,,,,,,,,,
7,3,1,H,YES,"I think of it like my house, always keeping it maintained when on the go and treating customers as I would my guest.",,,,,
5,4,1,H,Not really,,,Have more say in company changes,"It would actually make me feel like an owner, which would make me invest more of myself into the company and my job.",The ending balance,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,h,yes,"I feel more responsible to how the store looks, such and cleaning up spills and trash in the store. I take it personal when our customers are not have an awesome experiences shopping in our stores, and will go the extra step to help them find what they need, this includes my partners too.","The leadership in my store #686 Zach, Carlos and Sandra going out of their  way to make us feel like owner such as in meetings  our opinion are important to the develop of HEB. In these meeting if we have questions about the PSP, these question our welcome",,,"the Beginning balance, ending balance and net worth","not at this time, my only thing is, I think these report should be email and not come to my personal mail box. I think this would save so money and keep other out of my personal business."
,,,,,,,,,,
7,3,1,H,Yes,Yes Yes,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Yes 🙌🙌 👍,I give 110 percent to insure my stock will grow,Belonging to a great company like HEB so greatful to have some ownership that other companies don't have so proud 🤠 when I have conversations with friends . I would family but the majority of my family work and are also also HEB owners.The whole program is beyond awesome so cool 😎👍❤️,,,Allocation 3 percent+1 percent= 4 percent increase in units in my account will increase ownership stake in the company so awesome 😎👍❤️ it,There is nothing confusing about statement I fully understand 🤠
1,3,1,H,Yes,Makes me work harder,Pride of being partial owner,,,Net returns and investments,None is confusy
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Yes my department is where I show my ownership skills,Definitely makes me think outside the box and find ways to develop my leads,When my leaders trust me with my decision making that impacts my department,,,,
,,,,,,,,,,
4,1,1,H,No,,,Provide transparency in employee actions. Don't label and pigeonhole employees into dead-end roles.,It would increase satisfaction to know that I really do make a difference instead of being a placeholder.  It would be nice to know that people really do matter.,"In the last 6 years I have seen my statement 3 times, but wasn't included in the partner meetings or celebrations.",It is interesting information but not evenly shared at the store level.
5,3,1,H,Yes,I’m very conscious of making partners and customers feel welcome and offer any help I can,Being part of a team,,,"Return on investment, to see where my money goes",No
,,,,,,,,,,
5,3,1,H,Yes,"Even though  still not full-time, I still try to go above an beyond for my company","My input is valued,I know when I do my job and give suggestions, then seeing it being implented,  it makes me feel like a true owner",,,The one I received in mail,Yes
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,No..,,,I wish I felt more appreciated.. I use to feel that way..,I love my job .. that's not a problem.. I love being in service.. I love my customers.. ..that's not the problem,,
7,3,6,H,sure,positively financially,being involved,,,looking into the change of stock values,why it fluctuates
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
3,3,1,H,Yes,Just do my just the best I can .    Give the best customer service 😊.   Love heb,Working at heb,,,All the same to me .  Like the whole page,I just look at the numbers
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,No,,,To be able to give feedback to corporate about store operations and processes.,Valued and appreciated,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yes,It impacts my performance a lot I like to make sure my customers are well taken care of,I always like for my store to look great,,,Net return on investments,No I don't find anything difficult
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yes,I do my best every day,,,,,
5,3,1,H,Yes,It makes me feel motivated to ensure we hit our vitals because when our business does well it treats me well,Helping customers and partners in a meaningful way,,,The net return,Nothing confusing
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Yes,"I feel as an owner,  I work not only for the company but for myself.  As an owner,  I assist customers in my department and any other department a customer needs help. I pick up trash from parking lot, I down stack products to make work easier for partners in all departments, move pallets to keep wareroom clean.  As an owner I treat the store as my business and my customers my partners",The empowerment to order merchandise and the freedom to succeed or fail without recourse.,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,6,H,Y,I take care of the store as if it’s my own,The bonus and appreciation we get,,,The change In Stock value and what is matched,No
,,,,,,,,,,
,,,,,,,,,,
4,1,1,H,Yes,Good It impacts greatly,401 k,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Yes,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yes,I feel and act more responsible because I feel more invested.,My leadership team's trust in me.,,,The ending balance because you can see the comparison and the explanation of changes there,Dividends confuse me. I'm not sure what they are.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,5,s,Absolutely!,It holds me accountable for spending & decision making.,The culture and my pride in the company.,,,Ending Balance is most important to me. It tells me where I am financially at this time.,"No, this is an easy to understand guide."
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,yes,It makes me more aware of what the store looks like and how we represent the company.,Just being here and being able to contribute to the success of my store.,,,The whole thing...it shows mw how we have done for the year.,"No,it's very clear."
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,Yes,Doesn't,Nothing,,,Ending balance,Nothing
2,3,1,H,Yes,"Be more proactive, productive and caring about H-E-B",Care more for our customers and partners,,,Allocation Because is how much we are able to produce for investment and gain more as outcome of investment,Nothing
,,,,,,,,,,
5,3,1,H,Somewhat,"Motivated Being assigned in the production most of the time… I always make sure that I do my work as neatly and precise as possible. Also , I do the production in order so I will avoid more shrink.",I was asked to have the privilege to get stocks and  avail of the benefits offered by the company.,,,"To understand  more on this, I will have to call the HR department as soon as possible.",Ok. Got it. That I was not able to provide the name of my benficiary so I need to call the Wellness department.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,h,yes,i work harder,accountability. wanting to do the best job i can for this great company... my company,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Just a little bit,I feel a li5tle more important being a full time partner,Not sure,,,When the stock increases,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,1,1,H,"Yes, but I've heard if you become part time you don't get as much benefits as a full timer",You try to be more responsible for prices,"The ability to make a company great from the inside,out",,,I think being an owner. Is based on are performing and how good the company did as a whole,As an owner sometimes life hits you in the face. And losing partial ownership . Because you have a hard time handling it. Isn't right to a point
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,h,yes,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
3,3,1,h,yes,Strive for better performance.,Nothing other than that. Most of our managers ignore what we say most of the time,,,showing our beginning balance and what our new allocation is,no i can understand it easily
,,,,,,,,,,
2,3,1,H,"Yes and no, yes because I take care of my dept. like if it was mine. When I work coverage shift I take care and I care of the whole store. I take ownership of my responsibilities. No, because of course some people make you feel like you are not important and don’t value your work and dedication","I think it has to do with one self discipline, dedication, and motivation, my job performance has nothing to do with PSP",My own work ethic,,,The ending balance because that’s what will determine a loss or gain and what exactly you have in $,No none it’s explained very well
,,,,,,,,,,
,,,,,,,,,,
5,3,1,Hourly,"Yes. I feel like an owner,  like I have invested my time and energy at HEB.",I take pride in my work.  I is great to be a part of the HEB family.,"I feel that our store is truly a,part of the community in which it is located.  I feel more connected to that community.",,,Knowing what was allocated and how is important.  It is great to see how my balance grows every year.,It is good to know how the value of the stock is affected by the activity in the stock market.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,5,S,Yes,I make the decisions that I believe are right for our business,The freedom to make impactful decisions and knowing that the Partners and customers will benefit from them,,,Net return on investment,I don't think so
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,0,5,S,Yes,Great pride and responsibility to the company,Feeling like I am a part of the company,,,The allocation allows us to see how the company is performing.,No
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Not really,,,I think partners could have more of a voice in the company. I understand leadership has years of experience but with the ever changing world and new generation entering the workforce partners need more of a voice. When I feel that my voice matters I will feel like an owner.,I would be excited to go to work and do the best of my abilities to go above and beyond because I am also investing in my future,I think the break down of the allocations is important so partners who aren’t so financially intelligent understand what is going one with the investments.,No it’s all understandable
5,3,1,h,"Yes, and no",It doesn't impact me,nothing,,,"Allocation, my years of dedicated service should be rewarded",Net return
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yea,Yea It was good to help others,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,h,y,I take more pride in my work,"Company communication, they keep partners informed",,,net return,no
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,H,Yes,Feels great! I enjoy going to work,Not sure,,,I  like it cuz it breaks it foe,I like it cuz it breaks it down of how much I have in the PSP
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Yes,E Yes,Yes Yes,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,"Yes, sometimes",Better Good,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Yes,"Being more aware what's  happening around me. For instance, working in the service department cold/ hot items are being returned properly in a timely manner.",Not sure,,,Not sure,
1,3,1,H,Yes,I feel like I would be a great partner irregardless,The attitude of my stores top leaders,,,Allocations Seeing how the company performs and my part in that,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Yes,I try to minimize expenses/Maximize profit,Ability to make decisions that make my department work better,,,"Allocation, I can ""try"" to determine what I believe is the best investment",No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,h,no,,,,,,
4,,,,,,,,,,
5,3,1,H,Yes,It makes me want to help us succeed at being the best company to shop with and work for,Having a say in what we display and offer to our customers,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,h,yes,"It gives me the power to make decisions for the company, customers and myself to make everyone happy.",Knowing if I see something I need to do something,,,Ending balance,I feel like it is informative and to the point
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,1,1,H,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,h,no,,,give at least twice as much,it does not impact on how to do my job .my job is always done one hundred perecnt,hard to see and read,cant read it to small
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2,3,1,h,YES,"It impacts my Performance majorly. I love this company, I believe my decisions make a difference.",Knowing that my voice is heard and the work i put in daily makes a difference in the companys future,,,"Ending balance. due to the reason that we are losing $ daily in our 401k .We have lost majorly in my long career ,due to economy , inflation ,recession, etc. I know that the stock plan is more secure for my future .If we as a company do our job as owners we can provide for us to be profitable and maintain our stock plan shares to rise.",none i understand it.
,,,,,,,,,,
7,3,1,h,not really,,,Do a company match like the 401k.,it doesn't.,The beginning and ending balances.,no
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,h,"Yes, in some respects.  Feel let down by those Partners that do not embrace ownership.",Being an owner drives me to do my best each and every day.,Proud to be a part of a great heritage.,,,The Net Return on Investment because this allows me to see how we as Owners are progressing.,no
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Not really,,,Take what we suggest seriously.,More pride in our work,Increase or loss,No
,,,,,,,,,,
3,3,5,s,"Yes, absolutely just because I have the PSP shouldnt make me feel less or more like an owner. I feel like I have a vested interest because thats the work ethic I have but not solely because I am apart of the PSP but it does help that feeling for sure.","It does not change it for me at all, because it's my ""job"" to do the right thing not just because I get a benefit out of it.",I feel like a piece of a larger puzzle collaborating with like minded individuals for a similar goal.,,,I consider the transparency and how we got from A to B the more detail the better.,I found nothing confusing.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,3,1,H,Yes,I want to do my best,I feel like those I work with are my extended family,,,,
2,3,1,H,No because there is little transparency as to the progress of what comes with the PSP.,Greatly. It impacts it greatly because being more informed and reminded of how much the company is doing to appreciate its employees.,A less controlling and demanding work environment rather than genuinely assigning tasks and ensuring to show compassion when asking partners for a tast at hand.,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,6,h,y,"while i feel like an owner often times when asked about how to make things better for current job role, my ideas are not considered",the results of my work and how it helps our customers and partners,,,"very hard, i believe it ALL is important, with out each piece it's just a number",No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,1,H,Yes,"Makes me evaluate business decisions, make best possible choices","Bonus’s, awards recognition on sales and beating sales goals",,,Allocation Ending balance as it sums it all up,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
San Antonio,H-E-B/H-E-B Plus!,5,s,yes,"not sure it does directly, but it does help make more conscious decisions around profitability.",being included in decisions,,,Net ROI because it shows you the performance of the portfolio,no
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,H,Yes,It feels great,Each and every partner counts taking care of our customers and my job performance,,,The balance and it’s great that the company contributes,No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5,3,1,h,yes,I try to keep partners motivated to grow,Being given room to be creative with my department,,,"The growth from last year, and the value of each unit.",No
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,3,1,H,Yes,1 I love to work in a place that help people satisfying their desires with good products and also being able  to make them feel love for the choice of visits us . But the fact of having part of the investment help me to do it happily!,That H‑E‑B see my good work and my clients too!,,,Net return on investment,No
5,3,1,H,yes,I take care of the customers and treat them like Iam the owner with respect and curtesy,great store to work for,,,3,3 I like to know where iam plcing my money to work for me
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,3,6,s,yes,"for me personally, it did not change anything. i have always given 100% to my job.",the quarterly updates from leadership.,,,aqll of it is important. It's a good overview and explanation.,"no, nothing is confusing"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
